ID;time_start;time_end;Adres e-mail;time;Jêzyk;oswiadczenie;v1a;v1b;v1c;v2a;v2b;v2c;v3a;v3b;v3c;v4a;v4b;v4c;v5a;v5b;v5c;v6a;v6b;v6c;v7a;v7b;v7c;v8a;v8b;v8c;v9a;v9b;v9c;v10a;v10b;v10c;v11a;v11b;v11c;v12a;v12b;v12c;v13a;v13b;v13c;v14a;v14b;v14c;v15a;v15b;v15c;v16a;v16b;v16c;v17a;v17b;v17c;v18a;v18b;v18c;v19a;v19b;v19c;v20a;v20b;v20c;v21a;v21b;v21c;v22a;v22b;v22c;v23a;v23b;v23c;v24a;v24b;v24c;v25a;v25b;v25c;school;discipline;year;midterm;master;gender;age
123;11.30.22 1:22:27;11.30.22 1:30:14;anonymous;07:47;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;nie;nie mam zdania;nie mam zdania;tak;raczej nie;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;nie mam zdania;raczej tak;tak;raczej tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;tak;nie mam zdania;raczej tak;zdecydo-wanie tak;nie mam zdania;raczej tak;tak;nie mam zdania;nie;tak;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;tak;raczej tak;Uniwersytet Gdañski;filozofia;1;Nie;filozofia;mê¿czyzna;27
124;11.30.22 0:53:56;11.30.22 1:34:03;anonymous;40:07;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej tak;tak;raczej tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;2;Nie;Chemia medyczna;mê¿czyzna;25
125;11.30.22 5:35:41;11.30.22 5:46:09;anonymous;10:28;Polski;"Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;nie;nie mam zdania;nie mam zdania;raczej tak;raczej nie;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej nie;raczej nie;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie nie;zdecydo-wanie nie;raczej nie;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej nie;nie;nie;nie;tak;tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;raczej nie;raczej nie;raczej tak;raczej tak;zdecydo-wanie tak;raczej nie;nie;nie mam zdania;nie mam zdania;nie mam zdania;zdecydo-wanie tak;raczej nie;raczej nie;raczej tak;raczej nie;raczej nie;nie mam zdania;raczej tak;nie mam zdania;zdecydo-wanie tak;raczej nie;raczej nie;nie;raczej tak;raczej tak;raczej tak;Uniwersytet Jagielloñski w Krakowie;nauki prawne;1;Nie;Prawo;kobieta;24
126;11.30.22 7:17:24;11.30.22 7:23:39;anonymous;06:15;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;nie mam zdania;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;3;Tak;Biochemia;kobieta;27
127;11.30.22 8:35:05;11.30.22 8:52:58;anonymous;17:53;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";nie mam zdania;raczej tak;nie mam zdania;raczej tak;raczej tak;tak;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;nie mam zdania;raczej tak;nie mam zdania;raczej tak;tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;tak;tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie nie;nie mam zdania;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;4;Tak;Advanced spectroscopy in chemistry ;kobieta;27
128;11.30.22 9:12:12;11.30.22 9:18:51;anonymous;06:39;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;tak;tak;tak;raczej tak;tak;tak;tak;raczej tak;tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej nie;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;tak;tak;nie;nie;nie;tak;raczej tak;tak;tak;nie mam zdania;raczej tak;tak;tak;nie mam zdania;nie;nie;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;nie;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;nie mam zdania;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;matematyka;2;Nie;Informatyka;mê¿czyzna;27
129;11.30.22 9:12:54;11.30.22 9:19:37;anonymous;06:43;English (United Kingdom)?;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";nie mam zdania;raczej tak;nie mam zdania;raczej tak;raczej tak;tak;raczej nie;raczej nie;nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;nie mam zdania;raczej tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;tak;raczej tak;raczej tak;tak;raczej nie;raczej tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej nie;raczej nie;tak;tak;zdecydo-wanie tak;nie mam zdania;raczej nie;raczej tak;tak;tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;4;Tak;makrokierunek: biologia i geografia;kobieta;32
130;11.30.22 9:14:16;11.30.22 9:21:04;anonymous;06:48;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;raczej tak;raczej nie;raczej nie;nie mam zdania;tak;tak;zdecydo-wanie tak;tak;raczej tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;tak;tak;raczej nie;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;tak;raczej nie;tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;raczej tak;tak;tak;tak;raczej nie;tak;tak;tak;raczej tak;tak;nie mam zdania;tak;tak;zdecydo-wanie tak;tak;raczej nie;raczej nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;1;Nie;Chemia ;kobieta;26
131;11.30.22 9:20:13;11.30.22 9:31:02;anonymous;10:49;Polski;"Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;";raczej nie;nie;raczej tak;raczej tak;raczej tak;tak;nie;nie;nie;tak;raczej tak;tak;nie;nie;nie;raczej nie;raczej nie;raczej nie;raczej tak;raczej tak;tak;raczej tak;tak;tak;nie;nie;nie;raczej tak;raczej tak;tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;nie;nie;nie;raczej tak;nie;tak;tak;tak;tak;raczej nie;raczej nie;nie;nie;nie;nie;tak;tak;tak;tak;tak;nie;tak;tak;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;Uniwersytet Jagielloñski w Krakowie;nauki o Ziemi i œrodowisku;4;Tak;geologia;kobieta;27
132;11.30.22 9:38:28;11.30.22 9:49:23;anonymous;10:55;English (United Kingdom)?;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;tak;tak;tak;tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;tak;raczej nie;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;Biochemia;mê¿czyzna;25
133;11.30.22 8:11:23;11.30.22 9:53:35;anonymous;42:12;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej nie;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie nie;tak;tak;raczej nie;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;3;Tak;chemia;mê¿czyzna;26
134;11.30.22 9:48:30;11.30.22 10:03:48;anonymous;15:18;Polski;"Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";raczej nie;nie;raczej tak;nie mam zdania;raczej nie;raczej tak;zdecydo-wanie nie;nie;nie;tak;nie mam zdania;tak;zdecydo-wanie nie;zdecydo-wanie nie;nie;nie;nie mam zdania;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;raczej nie;nie mam zdania;raczej tak;raczej nie;nie;raczej tak;raczej nie;raczej nie;nie mam zdania;tak;raczej tak;tak;raczej nie;nie;nie mam zdania;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie nie;raczej nie;raczej tak;raczej nie;raczej nie;zdecydo-wanie tak;raczej nie;raczej nie;nie mam zdania;tak;nie;tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej nie;raczej tak;nie mam zdania;raczej tak;tak;tak;nie;nie;nie mam zdania;tak;tak;zdecydo-wanie tak;raczej nie;raczej nie;tak;raczej tak;raczej nie;raczej nie;tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;1;Nie;chemia;kobieta;25
135;11.30.22 10:09:20;11.30.22 10:15:48;anonymous;06:28;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;nie;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;raczej tak;nie mam zdania;nie mam zdania;raczej tak;nie mam zdania;raczej nie;raczej nie;raczej nie;tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;biologia;kobieta;35
136;11.30.22 10:10:00;11.30.22 10:24:09;anonymous;14:09;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;tak;raczej nie;raczej tak;raczej tak;nie;zdecydo-wanie nie;raczej tak;raczej tak;zdecydo-wanie tak;raczej nie;raczej nie;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie nie;zdecydo-wanie nie;nie;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;zdecydo-wanie nie;zdecydo-wanie nie;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie;nie;raczej tak;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie nie;nie;tak;raczej tak;zdecydo-wanie tak;raczej nie;raczej nie;zdecydo-wanie nie;zdecydo-wanie tak;nie;raczej nie;raczej tak;tak;zdecydo-wanie tak;raczej nie;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie nie;nie;nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;4;Tak;Ochrona œrodowiska;kobieta;27
137;11.30.22 10:20:09;11.30.22 10:33:41;anonymous;13:32;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";nie mam zdania;raczej nie;tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;raczej nie;tak;tak;tak;zdecydo-wanie tak;tak;tak;raczej nie;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;nie mam zdania;tak;raczej tak;raczej nie;nie mam zdania;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;raczej nie;nie mam zdania;nie;raczej nie;raczej tak;raczej nie;nie;tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;nie;nie;tak;nie mam zdania;zdecydo-wanie tak;nie;nie;nie;tak;nie;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;nie mam zdania;raczej nie;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej nie;Uniwersytet Jagielloñski w Krakowie;nauki o Ziemi i œrodowisku;1;Nie;geografia;kobieta;25
138;11.30.22 10:29:28;11.30.22 10:37:27;anonymous;07:59;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;raczej tak;tak;tak;raczej tak;raczej nie;raczej nie;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej tak;nie mam zdania;tak;raczej tak;tak;raczej tak;nie mam zdania;raczej tak;raczej tak;nie mam zdania;raczej tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;3;Tak;chemia medyczna;kobieta;26
